人民幣	人民幣 ￥ 💴
冲浪	冲浪 🏄‍♂ 🏄 🏄‍♀ 🏄🏻‍♂ 🏄🏼‍♂ 🏄🏽‍♂ 🏄🏾‍♂ 🏄🏿‍♂ 🏄🏻 🏄🏼 🏄🏽 🏄🏾 🏄🏿 🏄🏻‍♀ 🏄🏼‍♀ 🏄🏽‍♀ 🏄🏾‍♀ 🏄🏿‍♀
冲凉	冲凉 🚿
冲澡	冲澡 🚿
充电	充电 🔌 🔋
沖浪	沖浪 🏄
衝澡	衝澡 🚿
虫	虫 🐛 🪱 🐞 🪲 🪳 🦗 🦟 🐜 🪰 🐌 🐝
虫子	虫子 🐜
抽水马桶	抽水马桶 🚽
抽水馬桶	抽水馬桶 🚽
抽烟	抽烟 🚬
愁眉苦臉	愁眉苦臉 😒
出丑	出丑 🤡
出国	出国 🚢
出生	出生 🐣
出游	出游 🚙
出租车	出租车 🚕 🚖 🚗 🚘
初心者	初心者 🔰
除号	除号 ➗
厨师	厨师 👨‍🍳 🧑‍🍳 👩‍🍳 👨🏻‍🍳 👨🏼‍🍳 👨🏽‍🍳 👨🏾‍🍳 👨🏿‍🍳 🧑🏻‍🍳 🧑🏼‍🍳 🧑🏽‍🍳 🧑🏾‍🍳 🧑🏿‍🍳 👩🏻‍🍳 👩🏼‍🍳 👩🏽‍🍳 👩🏾‍🍳 👩🏿‍🍳
厨子	厨子 👨🏻‍🍳 👩🏻‍🍳 🧑🏻‍🍳
锄	锄 ⛏ ⚒
锄头	锄头 ⛏ ⚒
雏鸡	雏鸡 🐥
雏菊	雏菊 🌼
雛菊	雛菊 🌼
储放行李	储放行李 🛅
储蓄卡	储蓄卡 💳
儲放行李	儲放行李 🛅
处女座	处女座 ♍ ♍️
畜牲	畜牲 🐄 🐃 🐂 🐐 🐏 🐖 🐑 🐕 🐩 🐈 🦬 🦮 🐕‍🦺 🐈‍⬛️
触电	触电 ⚡ ⚡️
传播	传播 📣
传呼机	传呼机 📟
传情	传情 😘
传声筒	传声筒 📣
传真	传真 📠 ℻
传真机	传真机 📠
船锚	船锚 ⚓
船坞	船坞 ⚓ ⚓️
船长	船长 👨🏻‍✈ 👩🏻‍✈ 🧑🏻‍✈️
傳播	傳播 📣
傳情	傳情 😘
傳聲筒	傳聲筒 📣
串点	串点 🍢 🍡
串點	串點 🍢 🍡
串烧	串烧 🍢
床	床 🛏 🛌 🛏️
创可贴	创可贴 🩹
吹风	吹风 💨
吹气	吹气 🌬 🌬️
锤	锤 🔨 ⚒ 🛠
锤子	锤子 🔨 ⚒ 🛠
纯洁	纯洁 😇
唇	唇 👄
唇彩	唇彩 💄
唇膏	唇膏 💄
唇印	唇印 💋
純潔	純潔 😇
啜泣	啜泣 😢
词典	词典 📖
辞典	辞典 📖
磁带	磁带 📼
磁盘	磁盘 💾
磁铁	磁铁 🧲
磁悬浮	磁悬浮 🚄
磁悬浮列车	磁悬浮列车 🚝
磁懸浮列車	磁懸浮列車 🚝
次方	次方 ^
次幂	次幂 ^
刺猥	刺猥 🦔
刺猬	刺猬 🦔
聪明	聪明 😇
粗粮	粗粮 🌽 🥔 🍠 🥜 🌰
粗气	粗气 😤
存包	存包 🛅
存入手机	存入手机 📲
锉冰	锉冰 🍧
错	错 ❌ ✖ ✗ ✘ × ☒ ❎ 🙅
错误	错误 ❌ ✖ ✗ ✘ × ☒ ❎ 🙅
否	否 ❌ ✖ ✗ ✘ × ☒ ❎ 🙅
否定	否定 ❌ ✖ ✗ ✘ × ☒ ❎ 🙅
否决	否决 ❌ ✖ ✗ ✘ × ☒ ❎ 🙅
否決	否決 ❌ ✖ ✗ ✘ × ☒ ❎ 🙅
达芬奇	达芬奇 达·芬奇 列奥纳多·达·芬奇
达朗贝尔	达朗贝尔 ☐²
达朗贝尔算符	达朗贝尔算符 ☐²
打叉符号	打叉符号 ✴ ❎
打叉符號	打叉符號 ✴ ❎
打车	打车 🚖
打电话	打电话 🤙 🤙🏻 🤙🏼 🤙🏽 🤙🏾 🤙🏿 ☎ 📲
打高尔夫	打高尔夫 ⛳
打给我	打给我 🤙🏻
打击	打击 👊
打机	打机 🎮
打结	打结 ➰
打开档案夹	打开档案夹 📂
打开的书本	打开的书本 📖
打开文件夹	打开文件夹 📂
打篮球	打篮球 ⛹ ⛹🏻‍♀ ⛹🏻‍♂ ⛹🏻
打麻将	打麻将 🀄 🀄️
打喷嚏	打喷嚏 🤧
打扑克	打扑克 🃏 🃏️
打伞	打伞 ☔ ☔️
打水战	打水战 🔫
打响指	打响指 🤞🏻
打印机	打印机 🖨 ⎙ 🖨️
打游戏	打游戏 🎮
打针	打针 💉
大巴车	大巴车 🚍
大巴車	大巴車 🚍
大白方	大白方 ⬜
大不列颠	大不列颠 🇬🇧
大厨	大厨 👨🏻‍🍳 👩🏻‍🍳 🧑🏻‍🍳
大方块	大方块 ⬛ ⬜
大韩民国	大韩民国 🇰🇷
大黑方	大黑方 ⬛
大楼	大楼 🏙 🏢 🏙️
大陆	大陆 🇨🇳
大麻烦	大麻烦 🤦🏻‍♀ 🤦🏻‍♂ 🤦🏻
大马	大马 🇲🇾
大脑	大脑 🧠
大桥	大桥 🌉
大厦	大厦 🏢
大声	大声 🔊
大声公	大声公 📣
大聲公	大聲公 📣
大头钉	大头钉 📌 📍
大虾	大虾 🦐
大写	大写 🔠
大写字母	大写字母 🔠
大熊猫	大熊猫 🐼
大学生	大学生 👨🏻‍🎓 👩🏻‍🎓 🧑🏻‍🎓
大于	大于 > ≥ ≫
大于等于	大于等于 ≥
大闸蟹	大闸蟹 🦀
大状	大状 👨🏻‍⚖ 👩🏻‍⚖ 🧑🏻‍⚖️
大自然	大自然 🔥 💧 🌬 ☀ 🌤 ⛅ 🌦 🌥 ☁ 🌨 🌧 🌩 ⛈ ❄ 💨 🌪 🌫 🌊 🫧 ☀️ ☁️ ❄️ 🧊 🪨
呆然	呆然 😐
带锁行李	带锁行李 🛅
袋鼠国	袋鼠国 🇦🇺
袋鼠國	袋鼠國 🇦🇺
丹麦	丹麦 🇩🇰
担心	担心 😟 😰 😓
担忧	担忧 😔
单板	单板 🏂 🏂🏻
单板滑雪	单板滑雪 🏂 🏂🏻
单车	单车 🚲
单峰骆驼	单峰骆驼 🐪
单峰驼	单峰驼 🐪
单轨电车	单轨电车 🚝
单轨列车	单轨列车 🚝
单亲爸爸	单亲爸爸 👨‍👦 👨‍👧 👨‍👧‍👦
单亲家庭	单亲家庭 👨‍👦 👨‍👧 👨‍👧‍👦 👩‍👦 👩‍👧 👩‍👧‍👦
单亲妈妈	单亲妈妈 👩‍👦 👩‍👧 👩‍👧‍👦
单曲播放	单曲播放 🔁
单曲循环	单曲循环 🔂
单人	单人 👤
单身父亲	单身父亲 👨‍👦 👨‍👧 👨‍👧‍👦
单身母亲	单身母亲 👩‍👦 👩‍👧 👩‍👧‍👦
单位	单位 Å ℃ ％ ‰ ‱ ° ℉ ㏃ ㏆ ㎈ ㏄ ㏅ ㎝ ㎠ ㎤ ㏈ ㎗ ㎙ ㎓ ㎬ ㏉ ㏊ ㏋ ㎐ ㏌ ㎄ ㎅ ㎉ ㎏ ㎑ ㏍ ㎘ ㎞ ㎢ ㎦ ㎪ ㏏ ㎸ ㎾ ㏀ ㏐ ㏓ ㎧ ㎨ ㎡ ㎥ ㎃ ㏔ ㎎ ㎒ ㏕ ㎖ ㎜ ㎟ ㎣ ㏖ ㎫ ㎳ ㎷ ㎽ ㏁ ㎁ ㎋ ㎚ ㎱ ㎵ ㎻ ㏘ ㎩ ㎊ ㏗ ㏙ ㏚ ㎰ ㎴ ㎺ ㎭ ㎮ ㎯ ㏛ ㏜ ㎔ ㏝ ㎂ ㎌ ㎍ ㎕ ㎛ ㎲ ㎶ ㎼
单选按钮	单选按钮 🔘
单选框	单选框 🔘
單峰駱駝	單峰駱駝 🐪
單峰駝	單峰駝 🐪
單軌列車	單軌列車 🚝
單曲播放	單曲播放 🔁
單人	單人 👤
掸指	掸指 🤞🏻
诞生	诞生 🐣
淡漠	淡漠 😐 🙎
弹出	弹出 ⏏ ⏏️
弹钢琴	弹钢琴 🎹
弹琴	弹琴 🎹
蛋奶冻	蛋奶冻 🍮
彈鋼琴	彈鋼琴 🎹
当然	当然 🙄
当心儿童	当心儿童 🚸
档案	档案 📃 📄 🗃 🗃️
档案袋	档案袋 🗂 🗂️
档案柜	档案柜 🗄 🗄️
档案盒	档案盒 🗃 🗃️
档案夹	档案夹 📁
档案箱	档案箱 🗃 🗃️
党	党 ☭
导弹	导弹 🚀
导盲犬	导盲犬 🦮 🐕‍🦺
导入手机	导入手机 📲
岛	岛 🏝 🏝️
岛国	岛国 🗾
岛屿	岛屿 🏝 🗾
倒带	倒带 ⏪
倒挂列车	倒挂列车 🚟
倒霉	倒霉 😓
倒序	倒序 ‮
盗	盗 🉆
道观	道观 🛐
德国	德国 🇩🇪 德意志联邦共和国
德国国旗	德国国旗 🇩🇪
德國國旗	德國國旗 🇩🇪
灯	灯 💡
灯笼	灯笼 🏮
灯泡	灯泡 💡
灯神	灯神 🧞‍♀ 🧞‍♂ 🧞
登山列车	登山列车 🚞
登山自行车手	登山自行车手 🚵
登山自行車手	登山自行車手 🚵
等待	等待 ⌛
等一会	等一会 ☝ ☝🏻 ☝🏻️
等于	等于 = ≈ ≅ ≠ ⁼ ₌ ≡ ⇔ ↔ ↕ 🟰
低温	低温 🥶
狄拉克	狄拉克 保罗·狄拉克 Paul Dirac
迪戈加西亚岛	迪戈加西亚岛 🇩🇬
地铁	地铁 🚇 Ⓜ 🚈 Ⓜ️
地图	地图 🗺 🗾 🗺️
地下铁	地下铁 🚇
地支	地支 子 丑 寅 卯 辰 巳 午 未 申 酉 戌 亥
睇戏	睇戏 🎬
颠倒	颠倒 🙃
点	点 · :00 :15 :30 :45 🉄 ㍘ ㍙ ㍚ ㍛ ㍜ ㍝ ㍞ ㍟ ㍠ ㍡ ㍢ ㍣ ㍤ ㍥ ㍦ ㍧ ㍨ ㍩ ㍪ ㍫ ㍬ ㍭ ㍮ ㍯ ㍰
点火	点火 🔥
点燃	点燃 🔥
点心	点心 🍪
点烟	点烟 🚬
点著	点著 🔥
点子	点子 💡
點著	點著 🔥
點子	點子 💡
电	电 ⚡ ⚡️
电插头	电插头 🔌
电车	电车 🚃 🚊 🚎
电池	电池 🔋
电单车	电单车 🏍 🛵 🏍️
电灯	电灯 💡
电灯泡	电灯泡 💡
电动车	电动车 🛵
电动火车	电动火车 🚊
电话	电话 ☎ ☏ 📞 ℡ 📱 📲 ✆ 🤙
电话机	电话机 ☎ ☎️
电话听筒	电话听筒 📞
电话亭	电话亭 ➿
电话筒	电话筒 📞
电话线	电话线 ➿
电力火车	电力火车 🚊
电量	电量 🔋
电流	电流 ㎀ ㎁ ㎂ ㎃ ㎄
电摩托	电摩托 🛵
电脑	电脑 💻 🖥 🖥️
电脑包	电脑包 💼
电器	电器 💡 📺 ☎ 📟 📞 📠 📻 🕰 📡 🔦 ☎️
电容	电容 ㎊ ㎋ ㎌
电视	电视 📺
电视机	电视机 📺
电视塔	电视塔 🗼
电视游乐器	电视游乐器 🎮
电塔	电塔 🗼
电台	电台 🗼
电压	电压 ㎴ ㎵ ㎶ ㎷ ㎸
电影	电影 🎬 🎥 🎞 📽 🈙
电影打板	电影打板 🎬
电影院	电影院 🎦 🎥
电邮	电邮 📧
电源	电源 🔌
电子	电子 ⌚ 📱 💻 ⌨ 🖥 🖨 🖱 📷 📹 💾 💽 💿 📀 ⌚️ ⌨️
电子邮件	电子邮件 📧 📨 📩 📤 📥
电阻	电阻 ㏀ ㏁
電器	電器 💡 📺 ☎ 📟 📞 📠 📻 🕰 📡 🔦 ☎️
電視遊樂器	電視遊樂器 🎮
電影打板	電影打板 🎬
電子	電子 ⌚ 📱 💻 ⌨ 🖥 🖨 🖱 📷 📹 💾 💽 💿 📀 ⌚️ ⌨️
凋谢	凋谢 🥀
钓鱼	钓鱼 🎣
钓鱼场	钓鱼场 🎣
釣魚場	釣魚場 🎣
跌势	跌势 📉
跌勢	跌勢 📉
碟片	碟片 💽
丁丁	丁丁 🚎
顶	顶 🆙 👍 👍🏻
顶呱呱	顶呱呱 👍
頂呱呱	頂呱呱 👍
钉	钉 📌 📍 📎
丢脸	丢脸 🤦‍♂ 🤦 🤦‍♀ 🤦🏻‍♂ 🤦🏼‍♂ 🤦🏽‍♂ 🤦🏾‍♂ 🤦🏿‍♂ 🤦🏻 🤦🏼 🤦🏽 🤦🏾 🤦🏻‍♀ 🤦🏼‍♀ 🤦🏽‍♀ 🤦🏾‍♀ 🤦🏿‍♀
东	东 🀀
东帝汶	东帝汶 🇹🇱
东加	东加 🇹🇴
东京	东京 🗻
东京铁塔	东京铁塔 🗼
东正教	东正教 ☦ ☦️
动车	动车 🚅
动物	动物 🐀 🐁 🐂 🐃 🐄 🐅 🐆 🐇 🐈 🐉 🐊 🐋 🐌 🐍 🐎 🐏 🐐 🐑 🐒 🐓 🐔 🐕 🐖 🐗 🐘 🐙 🐚 🐛 🐜 🐝 🐞 🐟 🐠 🐡 🐢 🐣 🐤 🐥 🐦 🐧 🐨 🐩 🐪 🐫 🐬 🐭 🐮 🐯 🐰 🐱 🐲 🐳 🐴 🐵 🐶 🐷 🐸 🐹 🐺 🐻 🐼 🐽 🐾 🦆 🦅 🦉 🦇 🦄 🦋 🕷 🦎 🦂 🦀 🦑 🦐 🦈 🦌 🦏 🦍 🦃 🕊 🐿 🦖 🦕 🦡 🦝 🦢 🦜 🦚 🦙 🦛 🦞 🦟 🪲 🦪 🦬 🦧 🦣 🐈‍⬛️ 🦩 🦨 🦫 🦦 🦭 🦥 🦤
动物表情	动物表情 🐮 🐸
动物脸	动物脸 🐶 🐱 🐭 🐹 🐰 🦊 🐻 🐼 🐨 🐯 🦁 🐮 🐷 🐽 🐸 🐵 🐻‍❄️
动物足印	动物足印 🐾
冻	冻 🥶
動物	動物 🐀 🐁 🐂 🐃 🐄 🐅 🐆 🐇 🐈 🐉 🐊 🐋 🐌 🐍 🐎 🐏 🐐 🐑 🐒 🐓 🐔 🐕 🐖 🐗 🐘 🐙 🐚 🐛 🐜 🐝 🐞 🐟 🐠 🐡 🐢 🐣 🐤 🐥 🐦 🐧 🐨 🐩 🐪 🐫 🐬 🐭 🐮 🐯 🐰 🐱 🐲 🐳 🐴 🐵 🐶 🐷 🐸 🐹 🐺 🐻 🐼 🐽 🐾 🦆 🦅 🦉 🦇 🦄 🦋 🕷 🦎 🦂 🦀 🦑 🦐 🦈 🦌 🦏 🦍 🦃 🕊 🐿 🦖 🦕 🦡 🦝 🦢 🦜 🦚 🦙 🦛 🦞 🦟 🪲 🦪 🦬 🦧 🦣 🐈‍⬛️ 🦩 🦨 🦫 🦦 🦭 🦥 🦤
動物表情	動物表情 🐮 🐸
動物臉	動物臉 🐶 🐱 🐭 🐹 🐰 🦊 🐻 🐼 🐨 🐯 🦁 🐮 🐷 🐽 🐸 🐵 🐻‍❄️
動物足印	動物足印 🐾
逗号	逗号 ， ,
独角兽	独角兽 🦄
独木舟	独木舟 🛶
读书	读书 📖 🤓
读书人	读书人 🤓
赌博	赌博 🎰 🎲
赌博机	赌博机 🎰
赌场	赌场 🎰
赌马	赌马 🏇 🏇🏻
赌钱	赌钱 🎰
渡轮	渡轮 ⚓ ⛴ ⛴️
短裤	短裤 🩳 🩲
缎带	缎带 🎀
緞帶	緞帶 🎀
对	对 ✅ ☑ ✓ ✔ ⭕ √ 🙆
对号	对号 ✅ ☑ ✓ ✔ ⭕ √ 🙆
yes	yes ✅ ☑ ✓ ✔ ⭕ √ 🙆
对白	对白 🗯 🗯️
对比	对比 🆚 🆚️
对不对	对不对 😈
对不起	对不起 🙏 🙏🏻
对称	对称 ⌯
对话框	对话框 🗯 🗯️
对决	对决 🆚 🆚️
对抗	对抗 🆚
对上	对上 🆚 🆚️
对数	对数 ㏑ ㏒
兑	兑 ☱
兑换	兑换 💱
吨	吨 ㌧
顿号	顿号 、
多媒体	多媒体 📽 🎥 📹 📷 🎙 📡
多媒體	多媒體 📽 🎥 📹 📷 🎙 📡
多米尼加共和国	多米尼加共和国 🇩🇴
多明尼加共和國	多明尼加共和國 🇩🇴
多人	多人 👥
多选框	多选框 ☑ ☑️
多云	多云 ⛅ ☁ ⛅️
多云间晴	多云间晴 🌤 🌤️
夺冠	夺冠 🏆
奪冠	奪冠 🏆
俄	俄 а б в г д е ё ж з и й к л м н о п р с т у ф х ц ч ш щ ъ ы ь э ю я
俄国	俄国 🇷🇺
俄国国旗	俄国国旗 🇷🇺
俄國國旗	俄國國旗 🇷🇺
俄罗斯	俄罗斯 🇷🇺
俄语	俄语 а б в г д е ё ж з и й к л м н о п р с т у ф х ц ч ш щ ъ ы ь э ю я
峨眉月	峨眉月 🌙
鹅	鹅 🦢
额	额 😢 😥 😿
厄瓜多尔	厄瓜多尔 🇪🇨
厄立特里亚	厄立特里亚 🇪🇷
厄利垂亚	厄利垂亚 🇪🇷
恶鬼	恶鬼 👹
恶魔	恶魔 👿 😈
恶心	恶心 🤢 🤮
饿	饿 😋
饿了	饿了 😋
惡鬼	惡鬼 👹
鳄	鳄 🐊
鳄梨	鳄梨 🥑
鳄鱼	鳄鱼 🐊 𓆊 𓆌 𓆋
诶	诶 🤨
儿	儿 👦 👦🏻
儿童	儿童 👦 👧 🧒 🚸 👦🏻 👦🏼 👦🏽 👦🏾 👦🏿 👧🏻 👧🏼 👧🏽 👧🏾 👧🏿 🧒🏻 🧒🏼 🧒🏽 🧒🏾 🧒🏿
儿子	儿子 👦 👨‍👩‍👦 👦🏻
耳机	耳机 🎧
二头肌	二头肌 💪
发	发 🀅
发抖	发抖 😨 😱
发火	发火 😡
发件匣	发件匣 📤
发件箱	发件箱 📤
发件箱托盘	发件箱托盘 📤
发狂	发狂 🤯
发廊	发廊 💈
发票	发票 🧾
发色	发色 🦲 🦰 🦱 🦳
发烧	发烧 🤒
发誓	发誓 ✊ ✊🏻
发送邮件	发送邮件 📩
发型	发型 🦲 🦰 🦱 🦳
发言	发言 💬
发言气球	发言气球 💬
发言中	发言中 💬
发邮件	发邮件 📩
發件箱托盤	發件箱托盤 📤
發送郵件	發送郵件 📩
發言氣球	發言氣球 💬
發言中	發言中 💬
法国	法国 🇫🇷 法兰西共和国
法国国旗	法国国旗 🇫🇷
法国王室	法国王室 ⚜ ⚜️
法國國旗	法國國旗 🇫🇷
法兰西	法兰西 ⚜ 🇫🇷 ⚜️
法轮	法轮 ☸ ☸️
法轮大法	法轮大法 ☸ ☸️
法轮功	法轮功 ☸ ☸️
法罗群岛	法罗群岛 🇫🇴
法羅群島	法羅群島 🇫🇴
法师	法师 🧙‍♂ 🧙 🧙‍♀ 🧙🏻‍♂ 🧙🏼‍♂ 🧙🏽‍♂ 🧙🏾‍♂ 🧙🏿‍♂ 🧙🏻 🧙🏼 🧙🏽 🧙🏾 🧙🏿 🧙🏻‍♀ 🧙🏼‍♀ 🧙🏽‍♀ 🧙🏾‍♀ 🧙🏿‍♀
法属玻里尼西亚	法属玻里尼西亚 🇵🇫
法属圭亚那	法属圭亚那 🇬🇫
法属南部领地	法属南部领地 🇹🇫
法属南方属地	法属南方属地 🇹🇫
髮廊	髮廊 💈
髮色	髮色 🦲 🦰 🦱 🦳
番茄酱	番茄酱 🥫
蕃茄酱	蕃茄酱 🥫
蕃薯	蕃薯 🍠
翻跟头	翻跟头 🤸 🤸‍♂ 🤸‍♀ 🤸🏻‍♂ 🤸🏼‍♂ 🤸🏽‍♂ 🤸🏾‍♂ 🤸🏿‍♂ 🤸🏻‍♀ 🤸🏼‍♀ 🤸🏽‍♀ 🤸🏾‍♀ 🤸🏿‍♀
翻书	翻书 📖
翻書	翻書 📖
烦	烦 😒 🤯
反对	反对 🙅
犯困	犯困 😪
饭	饭 🍛 🍲 🍝 🍜 🥘 🍣 🍱 🍘 🍙 🍚 🥡
饭店	饭店 🏨
饭盒	饭盒 🍱
饭团	饭团 🍙
饭碗	饭碗 🥣
贩	贩 🈣
梵蒂冈	梵蒂冈 🇻🇦
飯盒	飯盒 🍱
飯團	飯團 🍙
方块	方块 ◻ ◼ ♦ ◻️ ◼️
防护镜	防护镜 🥽
放大镜	放大镜 🔍 🔎
放射线	放射线 ☢ ☢️
放松	放松 😌
放心	放心 😌
放映	放映 🎥
放映机	放映机 📽 📽️
放映室	放映室 🎦
飞镖	飞镖 🎯
飞弹	飞弹 🚀
飞碟	飞碟 🛸 🥏
飞行	飞行 ✈
飞行器	飞行器 🛩 ✈ 🚁 🚀 🛸 ✈️
飞行员	飞行员 👨‍✈ 🧑‍✈ 👩‍✈ 👨🏻‍✈ 👨🏼‍✈ 👨🏽‍✈ 👨🏾‍✈ 👨🏿‍✈ 🧑🏻‍✈ 🧑🏼‍✈ 🧑🏽‍✈ 🧑🏾‍✈ 🧑🏿‍✈ 👩🏻‍✈ 👩🏼‍✈ 👩🏽‍✈ 👩🏾‍✈ 👩🏿‍✈
飞机	飞机 ✈ 🛩 🛫 🛬 ✈️
飞鸟	飞鸟 🐦
飞盘	飞盘 🥏
飞吻	飞吻 😘
妃嫔	妃嫔 👸 👸🏻
非常感谢	非常感谢 🙏 🙏🏻
非常好	非常好 👍
非礼勿视	非礼勿视 🙈
非礼勿听	非礼勿听 🙉
非礼勿言	非礼勿言 🙊
非饮用水	非饮用水 🚱
非洲雄鹰	非洲雄鹰 🇳🇬
非洲雄鷹	非洲雄鷹 🇳🇬
非洲之角	非洲之角 🇸🇴
飛行	飛行 ✈
飛行器	飛行器 🛩 ✈ 🚁 🚀 🛸 ✈️
菲律宾	菲律宾 🇵🇭
肥猪	肥猪 🐖
斐济	斐济 🇫🇯
废话	废话 🙄
废了	废了 😖
废纸箩	废纸箩 🚮
费用	费用 🈂
分贝	分贝 ㏈
分号	分号 ； ;
分数	分数 ½ ⅓ ⅔ ¼ ¾ ⅕ ⅖ ⅗ ⅘ ⅙ ⅚ ⅐ ⅛ ⅜ ⅝ ⅞ ⅑ ⅒ ⅟ ↉ ℀ ℁ ℅ ℆ ⅍
分析报告	分析报告 📊
芬兰	芬兰 🇫🇮
坟	坟 ⚰ ⚰️ 🪦
愤怒	愤怒 💢 😡
丰收	丰收 🎑
风	风 🌬 💨
风暴	风暴 🌀
风车之国	风车之国 🇳🇱
风吹落叶	风吹落叶 🍃
风景	风景 🏞 🏞️
风景区	风景区 🏞 🏞️
风铃	风铃 🎐
风铃节	风铃节 🎐
风台	风台 🌀
风衣	风衣 🧥
风筝	风筝 🪁
枫	枫 🍁
枫叶	枫叶 🍁
枫叶之国	枫叶之国 🇨🇦
封闭	封闭 〆
封装	封装 📦
封裝	封裝 📦
風車之國	風車之國 🇳🇱
風吹落葉	風吹落葉 🍃
風鈴節	風鈴節 🎐
楓葉之國	楓葉之國 🇨🇦
蜂蜜罐	蜂蜜罐 🍯
凤梨	凤梨 🍍
夫妇	夫妇 👫 💑 👫🏻
肤色	肤色 🏻 🏼 🏽 🏾 🏿
孵小鸡	孵小鸡 🐣
孵小雞	孵小雞 🐣
扶桑花	扶桑花 🌺
服务费	服务费 🈂
服务犬	服务犬 🦮 🐕‍🦺
服务员	服务员 💁 💁🏻‍♀ 💁🏻‍♂ 💁🏻
服装	服装 🎩 👑 👒 👓 👔 👕 👖 👗 👘 👙 👚 👛 👜 👝 👞 👟 👠 👡 👢 🧥 🩳 🥻 🩲 🩱 🥼
服裝	服裝 🎩 👑 👒 👓 👔 👕 👖 👗 👘 👙 👚 👛 👜 👝 👞 👟 👠 👡 👢 🧥 🩳 🥻 🩲 🩱 🥼
浮云	浮云 ☁
浮雲	浮雲 ☁
符号	符号 🔣 © ® ‼ ⁉ ™ ℹ ↔ ↕ ↖ ↗ ↘ ↙ ↩ ↪ ⏫ ⏬ Ⓜ ☑ ♻ ⚓ ✔ ✖ ✳ ✴ ❌ ❎ ❓ ❔ ❕ ❗ ❤ ➕ ➡ ⤴ ⤵ ⬅ ⬆ ⬇ ⭐ ⭕ 〰 〽 ㊗ ㊙ 🆑 🆒 🆓 🆔 🆕 🆖 🆗 🆘 🆙 🆚 🈚 🈯 🈲 🈳 🈴 🈵 🈶 🈷 🈸 🈹 🈺 🉐 🉑 🔀 🔁 🔂 🔄 🔙 🔚 🔛 🔜 🔝 🔟 🔠 🔡 🔢 🔤 🔮 🔯 🔰 🔱 🔼 🔽
符号键盘	符号键盘 🔣
辐射	辐射 ☢ ☢️ 🩻
福克兰群岛	福克兰群岛 🇫🇰
福克蘭群島	福克蘭群島 🇫🇰
父女俩	父女俩 👨‍👧
父亲	父亲 👨 👨🏻
父子俩	父子俩 👨‍👦
驸马	驸马 🤴🏻
复活节岛	复活节岛 🗿
复选框	复选框 ☑ ☑️
复杂	复杂 🤔
盖饭	盖饭 🍛 🥘
盖亚那	盖亚那 🇬🇾
甘比亚	甘比亚 🇬🇲
尴尬	尴尬 😅
感动	感动 😹 🥹
感恩节	感恩节 🦃
感激不尽	感激不尽 🙏 🙏🏻
感谢	感谢 🙏 🙏🏻 🙏🏼 🙏🏽 🙏🏾 🙏🏿
橄榄球	橄榄球 🏈 🏉
橄榄之国	橄榄之国 🇹🇳
橄榄枝	橄榄枝 🕊 🕊️
橄欖之國	橄欖之國 🇹🇳
干杯	干杯 🥂 🍻
冈比亚	冈比亚 🇬🇲
刚果	刚果 🇨🇩 🇨🇬
刚果共和国	刚果共和国 🇨🇬
刚果金	刚果金 🇨🇩
刚果民主共和国	刚果民主共和国 🇨🇩
钢笔	钢笔 ✒ 🖋 ✒️ 🖋️
钢琴	钢琴 🎹
剛果共和國	剛果共和國 🇨🇬
剛果民主共和國	剛果民主共和國 🇨🇩
港口	港口 ⚓
杠铃	杠铃 🏋 🏋🏻‍♀ 🏋🏻‍♂ 🏋🏻
戆居	戆居 🐷
高尔夫	高尔夫 🏌‍♂ 🏌 🏌‍♀ ⛳ 🏌🏻‍♂ 🏌🏼‍♂ 🏌🏽‍♂ 🏌🏾‍♂ 🏌🏿‍♂ 🏌🏻 🏌🏼 🏌🏽 🏌🏾 🏌🏿 🏌🏻‍♀ 🏌🏼‍♀ 🏌🏽‍♀ 🏌🏾‍♀ 🏌🏿‍♀ ⛳️
高尔夫球	高尔夫球 ⛳ 🏌 🏌🏻‍♀ 🏌🏻‍♂ 🏌🏻
高卢雄鸡	高卢雄鸡 🇫🇷
高盧雄雞	高盧雄雞 🇫🇷
高烧	高烧 🤒
高速列车	高速列车 🚄 🚅
高铁	高铁 🚄 🚅
高温	高温 🥵
高兴	高兴 😊 😀 😁 😃 😄 😸 😺 🕺🏻 🥳
高压	高压 ⚡ ⚡️
高压电	高压电 ⚡ ⚡️
高原雄鹰	高原雄鹰 🇲🇽
高原雄鷹	高原雄鷹 🇲🇽
糕点	糕点 🍰
镐	镐 ⛏ ⛏️
哥俩	哥俩 👬 👬🏻
哥俩好	哥俩好 👬 👬🏻
哥伦比亚	哥伦比亚 🇨🇴
哥斯达黎加	哥斯达黎加 🇨🇷
鸽	鸽 🕊 🐦 🕊️
鸽子	鸽子 🕊 🐦 🕊️
歌记号	歌记号 〽
歌谣开始记号	歌谣开始记号 〽
歌謠開始記號	歌謠開始記號 〽
格恩济	格恩济 🇬🇬
格林纳达	格林纳达 🇬🇩
格陵兰	格陵兰 🇬🇱
格鲁吉亚	格鲁吉亚 🇬🇪
格瑞那达	格瑞那达 🇬🇩
格子军	格子军 🇭🇷
格子軍	格子軍 🇭🇷
个人	个人 👤
個人	個人 👤
给钱	给钱 🤑
给你	给你 ୧⍤⃝
根号	根号 √ ∛ ∜
工厂	工厂 🏭
工程师	工程师 👷 👨🏻‍💻 👩🏻‍💻 👷🏻‍♀ 👷🏻‍♂ 👷🏻 🧑🏻‍💻
